id,train_code,from_station,to_station,path
114,030000417135,牡丹江,鹤北,../P/030000417135.json
115,02000041720Q,鹤北,牡丹江,../P/02000041720Q.json
116,05000041820R,满归,海拉尔,../P/05000041820R.json
117,05000041840P,海拉尔,满归,../P/05000041840P.json
118,04000041870T,齐齐哈尔,满洲里,../P/04000041870T.json
119,050000418815,满洲里,齐齐哈尔,../P/050000418815.json
120,050000419108,海拉尔,满洲里,../P/050000419108.json
121,41000070012C,西安,韩城,../P/41000070012C.json
122,41000070031C,韩城,西安,../P/41000070031C.json
123,4a0000700522,榆林,西安,../P/4a0000700522.json
124,410000700622,西安,榆林,../P/410000700622.json
125,41000070070S,商南,西安,../P/41000070070S.json
126,41000070080W,西安,商南,../P/41000070080W.json
127,490000705305,淄博,泰山,../P/490000705305.json
128,470000705406,泰山,淄博,../P/470000705406.json
129,640000726509,张家界,怀化,../P/640000726509.json
130,64000072660C,怀化,澧县,../P/64000072660C.json
131,64000072670C,澧县,张家界,../P/64000072670C.json
132,640000726906,怀化,塘豹,../P/640000726906.json
133,640000727005,塘豹,怀化,../P/640000727005.json
134,64000072710A,梅江,怀化,../P/64000072710A.json
135,640000727208,怀化,梅江,../P/640000727208.json
136,640000727701,怀化,新晃,../P/640000727701.json
137,640000727801,新晃,益阳,../P/640000727801.json
138,6a0000727901,益阳,怀化,../P/6a0000727901.json
139,80000074522E,昆明,红果,../P/80000074522E.json
140,80000074541O,红果,昆明,../P/80000074541O.json
141,80000074650C,元谋西,昆明,../P/80000074650C.json
142,80000074660C,昆明,元谋西,../P/80000074660C.json
143,850000750111,陇西,兰州,../P/850000750111.json
144,850000750211,兰州,陇西,../P/850000750211.json
145,890000750301,张家川,陇西,../P/890000750301.json
146,850000750421,陇西,张家川,../P/850000750421.json
147,850000750511,兰州,武威南,../P/850000750511.json
148,860000750610,武威南,兰州,../P/860000750610.json
149,860000750710,武威南,嘉峪关,../P/860000750710.json
150,860000750810,嘉峪关,武威南,../P/860000750810.json
151,870000750910,干塘,兰州,../P/870000750910.json
152,850000751010,兰州,干塘,../P/850000751010.json
153,870000751121,银川,长庆桥,../P/870000751121.json
154,8i0000751301,长庆桥,银川,../P/8i0000751301.json
155,850000751500,白银西,长征,../P/850000751500.json
156,850000751600,长征,白银西,../P/850000751600.json
157,870000751901,中卫,武威,../P/870000751901.json
158,860000752000,武威,中卫,../P/860000752000.json
